street,city,state,zip,country,Name,Location,PostalCode,Addess,InUseSince,Rating,Potential.Rating,Area,Energy.Savings,CO2.Savings,BGN.Savings,Investment,Payback,Building.Type1,Building.Type2,Lat,Lng,region
Ulitsa Sava Tsonev,Sofia,Sofia-City,1517,Bulgaria,"СОУ №44 ""НЕОФИТ БОЗВЕЛИ""",гр.СОФИЯ,1000,УЛ. ПЛАКАЛНИЦА-45,1940,E,B,3382.48,418504,106.04,41647.35,451430.99,10.8393,"Образователни (училища, колежи и университети)",6,42.701187133789,23.3675899505615,SW
Ulitsa Murgana,Chelopech,Sofia,2087,Bulgaria,"ОУ ""СВ.СВ.КИРИЛ И МЕТОДИ""",с.ЧЕЛОПЕЧ,2087,с.ЧЕЛОПЕЧ,1980,F,A,7013,1342534,516.88,364016,907873,2.494,"Образователни (училища, колежи и университети)",6,42.6995506286621,24.0846614837646,SW
House Number and Street Not Found,Burgas,Burgas,8001,Bulgaria,"ЦДГ ""ВЕСЕЛУШКО""",гр.БУРГАС,8000,гр.БУРГАС,1976,E,C,1647,250962,74.9,28110,198042,7.0452,Детско заведение (градини и ясли),2,42.5047912597656,27.4634361267089,SE
Ulitsa Momina salza,Ruse,Ruse,7057,Bulgaria,"ОУ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""-С. НИКОЛОВО",с.НИКОЛОВО,7057,"УЛ. ""ПЛИСКА"" №1",1981,E,B,3530.55,446510,177.58,98202,661844,6.7396,"Образователни (училища, колежи и университети)",6,43.8619728088378,26.0991897583007,NC
Ulitsa Aleksandar Stamboliyski 84,Razlog,Blagoevgrad,2760,Bulgaria,МЖС,гр.РАЗЛОГ,2760,"ул.""Александър Стамболийски"" 86, вх. А Б",1976,E,C,2725,215690,15.78,14218,238495,16.7741,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.8819313049316,23.4605541229248,SW
Ulitsa D. Blagoev 51,Popovo,Targovishte,7800,Bulgaria,МЖС,гр.ПОПОВО,7800,"ул.""ДИМИТЪР БЛАГОЕВ"" бл.51",1977,G,C,2095,532831,39.67,29881,257176,8.6066,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.3477821350097,26.2237243652343,NE
Bulevard Balgaria,Veliko Tarnovo,Veliko Tarnovo,5000,Bulgaria,"АДМ. СГР. НА РДГ И ТП ДГС ""БОЛЯРКА""-В. ТЪРНОВО",гр.ВЕЛИКО ТЪРНОВО,5000,"БУЛ. ""БЪЛГАРИЯ"" №23",1963,B,A,1980,125360,25.63,13789,92691,6.722,Сгради за административно обслужване,1,43.0788650512695,25.621015548706,NC
Ulitsa Pliska 82,Novi pazar,Shumen,9900,Bulgaria,МЖС,гр.НОВИ ПАЗАР,9900,"УЛ. ПЛИСКА #84""",1988,F,C,1259,128633,9.51,8233,132636,16.1102,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.3505210876464,27.1858806610107,NE
Ulitsa Dicho Petrov,Chepelare,Smolyan,4850,Bulgaria,"СОУ ""ВАСИЛ ДЕЧЕВ"" (ОСНОВНО)",гр.ЧЕПЕЛАРЕ,4850,"УЛ. ""ДИЧО ПЕТРОВ"" № 4",1968,F,B,6624,697890,192.09,99062,1094220,11.0458,"Образователни (училища, колежи и университети)",6,41.7258720397949,24.6835193634033,SC
Kvartal Avren,Yambol,Yambol,8602,Bulgaria,"ДЕТСКО ЗАВЕДЕНИЕ ""ЧЕРВЕНАТА ШАПЧИЦА""",гр.ЯМБОЛ,8600,УЛ. МИЛИН КАМЪК 9,1973,G,C,1552,366266,92.72,37251,322571,8.6593,Детско заведение (градини и ясли),2,42.4734802246093,26.5240097045898,SE
Ulitsa Ralitsa 4,Sofia,Sofia-City,1421,Bulgaria,"ДЯ №23 ""РАЛИЦА""",гр.СОФИЯ,1000,УЛ. РАЛИЦА 4,1960,E,B,1944,120416,35.6,21869,140020,6.4026,Детско заведение (градини и ясли),2,42.6832466125488,23.3234157562255,SW
Ulitsa Knyaz Boris I 51,Parvomay,Plovdiv,4270,Bulgaria,МБАЛ ПЪРВОМАЙ ЕООД,гр.ПЪРВОМАЙ,4270,УЛ. КНЯЗ БОРИС ПЪРВИ №51,1956,F,B,6767,914217,248.379,112000,868109,7.7509,"Здравеопазване (болници, поликлиники и др.)",7,42.0922317504882,25.2140731811523,SC
Ulitsa Bratya Miladinovi 9,Popovo,Targovishte,7800,Bulgaria,МЖС,гр.ПОПОВО,7800,"ул. ""БРАТЯ МИЛАДИНОВИ"" #3",1968,G,C,1214.67,253474,18.79,14202.3,180179,12.6866,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.3443870544433,26.2252826690673,NE
Bulevard Elin Pelin 4,Sofia,Sofia-City,1137,Bulgaria,"ПСПВ ""ПАНЧАРЕВО"" - СГРАДА С РАБОТИЛНИЦА И БИТОВИ ПОМЕЩЕНИЯ",гр.СОФИЯ,1000,ПАНЧАРИВО,1968,F,C,350,91135,27.26,8566.59,58155,6.7885,Производствена сграда,15,42.5936698913574,23.4103145599365,SW
Ulitsa Balgaria 45,Samokov,Sofia,2000,Bulgaria,"МЖС-САМОКОВ, ""БЪЛГАРИЯ"" 45",гр.САМОКОВ,2000,ул. БЪЛГАРИЯ № 45,1973,G,B,327.91,75362,5.579,9556,52029.07,5.4446,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.3388328552246,23.5645179748535,SW
Ulitsa General Stefan Toshev 34,Sofia,Sofia-City,1680,Bulgaria,"ОДЗ №8 ""ТАВРИЯ"" - ЗАПАДЕН БЛОК",гр.СОФИЯ,1000,"УЛ. СТЕФАН ТОШЕВ-34 , КРАСНО СЕЛО",1973,D,B,1326,125266,37.3,9954,95509,9.595,Детско заведение (градини и ясли),2,42.6706848144531,23.282579421997,SW
Ulitsa Tsvetan Radoslavov 11,Sofia,Sofia-City,1113,Bulgaria,"СОУ №138 ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""-СОФИЯ",гр.СОФИЯ,1000,"УЛ. ""А. НОБЕЛ"" №3",1961,C,B,4995,111317,27.47,22240,89000,4.0017,"Образователни (училища, колежи и университети)",6,42.6784324645996,23.3586463928222,SW
Ulitsa Belomorska 46,Chepelare,Smolyan,4850,Bulgaria,"СОУ ""ВАСИЛ ДЕЧЕВ"" (ГИМНАЗИЯ+ФИЗК. САЛОН)",гр.ЧЕПЕЛАРЕ,4850,УЛ. БЕЛОМОРСКА 46,1896,G,B,3832,353057,97.12,50088,424746,8.4799,"Образователни (училища, колежи и университети)",6,41.725112915039,24.6847286224365,SC
Ulitsa Graf Ignatiev 3,Montana,Montana,3400,Bulgaria,РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ-ЕКСПОЗИЦИОННА ЗАЛА,гр.МОНТАНА,3400,"УЛ. ""ГРАФ ИГНАТИЕВ"" №3",1964,E,C,228,37324,9.7,7720,23925,3.099,"Театри,кина,опери,худож.галерии",13,43.4060173034667,23.226936340332,NW
Ulitsa 1-va,Saedinenie,Plovdiv,4184,Bulgaria,КМЕТСТВО - с.ДРАГОМИР,с.ДРАГОМИР,4184,с.ДРАГОМИР,1978,G,B,402,76194,13.62,4012,30168,7.5194,Сгради за административно обслужване,1,42.36861038208,24.4707984924316,SC
1,Botevgrad,Sofia,2150,Bulgaria,"ОДЗ ""ДЕТЕЛИНА"" с. СКРАВЕНА",с.СКРАВЕНА,2143,с.СКРАВЕНА,1982,E,B,782,103703,21.86,10224,83199,8.1376,Детско заведение (градини и ясли),2,42.9519996643066,23.7647800445556,SW
Ulitsa Geo Milev 32,Sofia,Sofia-City,1111,Bulgaria,"СОУ №93 ""АЛЕКСАНДЪР ТЕОДОРОВ-БАЛАН""",гр.СОФИЯ,1000,УЛ. ГЕО МИЛЕВ-32,1968,E,B,4798,361141,91.47,37295.5,343838,9.2192,"Образователни (училища, колежи и университети)",6,42.6830024719238,23.3623790740966,SW
3502,Pleven,Pleven,5887,Bulgaria,"ОУ ""ВАСИЛ ЛЕВСКИ""-С. ТОДОРОВО",с.ТОДОРОВО,7425,С. ТОДОРОВО,1962,F,B,580,293213,36.06,41536.943,280019.05,6.7414,"Образователни (училища, колежи и университети)",6,43.3395843505859,24.6033153533935,NW
Ulitsa Tsar Boris I 1,Kubrat,Razgrad,7300,Bulgaria,"ЧИТАЛИЩЕ ""СВ. КИРИЛ И МЕТОДИЙ""",гр.КУБРАТ,7300,УЛ КНЯЗ БОРИС 1,1964,E,B,2706,482885,100.46,54311,399836,7.3619,Библиотеки и читалища,12,43.7959899902343,26.5007457733154,NC
Bulevard Hristo Botev,Pazardzhik,Pazardzhik,4402,Bulgaria,ПГ ПО ИКОНОМИКА И МЕНИДЖМЪНТ-ПАЗАРДЖИК,гр.ПАЗАРДЖИК,4400,БУЛ. ХР. БОТЕВ -155А,1953,E,C,2203,176330.6,52.38,14157.38,217415.7,15.357,"Образователни (училища, колежи и университети)",6,42.2033576965332,24.3322677612304,SC
House Number and Street Not Found,Venets,Shumen,9751,Bulgaria,МАСИВНА СГРАДА/БИВШЕ У-ЩЕ/ - с. БОРЦИ,с.БОРЦИ,9752,с.БОРЦИ,1970,G,B,1230,349199,31.65,32281,218650,6.7733,"Други, вкл. старч. домове, за сираци и изоставени деца, общ-тия, автосервизи",14,43.5481834411621,26.8918476104736,NE
Ulitsa Yuriy Venelin 8,Burgas,Burgas,8001,Bulgaria,"ДОМ ЗА ДЕЦА ЛИШЕНИ ОТ РОДИТЕЛСКИ ГРИЖИ  ""АЛ. КОДЖАКАФАЛИЯТА""",гр.БУРГАС,8000,УЛ. ЮРИЙ ВЕНЕЛИН-2,1962,F,B,3789,392345,129.4,85629,649675,7.587,"Образователни (училища, колежи и университети)",6,42.5010032653808,27.4725666046142,SE
House Number and Street Not Found,Plovdiv,Plovdiv,4003,Bulgaria,ПГ ПО КОЖЕНИ ИЗДЕЛИЯ И ТЕКСТИЛ - ПЛОВДИВ,гр.ПЛОВДИВ,4000,УЛ. Н. БЕЛОВЕЖДОВ 16,1972,G,B,5876.36,759388,194.39,70096.1,751948,10.7273,"Образователни (училища, колежи и университети)",6,42.1663665771484,24.746597290039,SC
zhk Zapad,Blagoevgrad,Blagoevgrad,2702,Bulgaria,"ЕЗ.Г-Я"" АКАД. Л. СТОЯНОВ"" и ПМГ""АКАД. С. КОРОЛЬОВ""",гр.БЛАГОЕВГРАД,2700,ЖК ЗАПАД,1980,D,B,7646,356448.44,128.03,67045.21,416621.27,6.214,"Образователни (училища, колежи и университети)",6,42.0161590576171,23.082592010498,SW
Ulitsa Pazarska 1,Stara Zagora,Stara Zagora,6000,Bulgaria,ХУДОЖЕСТВЕНА ГАЛЕРИЯ-СТАРА ЗАГОРА,гр.СТАРА ЗАГОРА,6000,"БУЛ. ""ЦАР СИМЕОН"" №107",1934,E,C,3104.9,155231,38.44,18170,71140,3.9152,"Театри,кина,опери,худож.галерии",13,42.4249687194824,25.6290454864501,SE
Ulitsa Avrora,Hitrino,Shumen,9764,Bulgaria,"ЦДГ ""ЧЕРВЕНА ШАПЧИЦА"" , с. ТРЕМ",с.ТРЕМ,9764,С. ТРЕМ,1976,F,B,657,191782,6.1759,11860,137146,11.5637,Детско заведение (градини и ясли),2,43.4444847106933,26.8145904541015,NE
Ulitsa Hristo Botev,Pleven,Pleven,5803,Bulgaria,"ВТУ-ПЕДАГОГИЧ. КОЛЕЖ В ПЛЕВЕН И ОУ ""ЛАЗАР СТАНЕВ""-ПЛЕВЕН",гр.ПЛЕВЕН,5800,УЛ.ТЕОДОСИЙ ТЪРНОВСКИ 2,1949,E,C,8080,634916,261.31,75670,576612,7.62,"Образователни (училища, колежи и университети)",6,43.4112205505371,24.627628326416,NW
Ulitsa Nikola Mihaylov 2,Etropole,Sofia,2180,Bulgaria,АДМИНИСТР. СГРАДА НА ОБЩИНАТА,гр.ЕТРОПОЛЕ,2180,гр.ЕТРОПОЛЕ,1967,E,A,2042,239795,65.9,29569,429916,14.5394,Сгради за административно обслужване,1,42.8346366882324,23.999267578125,SW
Ulitsa 7-ma,Dalgopol,Varna,9261,Bulgaria,ЗДРАВНА СЛУЖБА- С.ЦОНЕВО,с.ЦОНЕВО,9261,с.ЦОНЕВО,1974,F,B,411.6,93259,3.319,5760,59312,10.2972,"Здравеопазване (болници, поликлиники и др.)",7,43.0326461791992,27.4392910003662,NE
Ulitsa Hristo Botev 44,Chirpan,Stara Zagora,6200,Bulgaria,"ОДЗ ""ЗДРАВЕЦ""",гр.ЧИРПАН,6200,УЛ. ХР.БОТЕВ-50,1978,F,C,1777,194424,66.51,28291,192422,6.8015,Детско заведение (градини и ясли),2,42.1933517456054,25.3305416107177,SE
Ulitsa Sv. Patriarh Evtimiy 27,Mezdra,Vratsa,3100,Bulgaria,ПГ ПО МЕХАНИЗАЦИЯ НА СЕЛСКОТО СТОПАНСТВО-МЕЗДРА,гр.МЕЗДРА,3100,"УЛ. ""СВ. ПАТРИАРХ ЕВТИМИЙ"" №2",1955,E,B,3077,352547,107.09,39656,282480,7.1232,"Образователни (училища, колежи и университети)",6,43.1448822021484,23.7043170928955,NW
Ulitsa Milin kamak,Yambol,Yambol,8602,Bulgaria,"ПГ ПО ЗЕМЕДЕЛИЕ""ХР. БОТЕВ""-УЧИЛИЩЕ-ЯМБОЛ",гр.ЯМБОЛ,8600,УЛ. МИЛИН КАМЪК 6,1956,C,B,4766,286206,60,51594.36,370415,7.1793,"Образователни (училища, колежи и университети)",6,42.4781112670898,26.5285720825195,SE
Ulitsa Yantra,Burgas,Burgas,8001,Bulgaria,ПРОФЕС. ТЕХН. ГИМНАЗИЯ - БУРГАС,гр.БУРГАС,8000,NA,1966,E,C,2708,167917,58.58,45760,125072,2.7332,"Образователни (училища, колежи и университети)",6,42.5047912597656,27.4641361236572,SE
Ulitsa 8-mi dekemvri,Sofia,Sofia-City,1700,Bulgaria,ДЯ №69,гр.СОФИЯ,1000,СТУДЕНСКИ ГРАД,1975,D,B,2078,105727,31.93,8700,139002,15.9772,Детско заведение (градини и ясли),2,42.6520156860351,23.3494129180908,SW
Ulitsa Chorlu 12,Plovdiv,Plovdiv,4004,Bulgaria,"СОУ ""СВ. КОНСТАНТИН КИРИЛ ФИЛОСОФ""",гр.ПЛОВДИВ,4000,УЛ. ЧОРЛУ-14,1931,C,B,1897,135088,276.8,36474,171550,4.7033,"Образователни (училища, колежи и университети)",6,42.1292877197265,24.739725112915,SC
zhk Mladost-2,Montana,Montana,3405,Bulgaria,"СОУ №7 ""А. ЗЛАТАРОВ"" и СОУ №8"" ОТЕЦ ПАИСИЙ""",гр.МОНТАНА,3400,УЛ. П. ЕВТИМИЙ 90,1985,E,C,12138,719105,181.5,149870,1207376,8.0561,"Образователни (училища, колежи и университети)",6,43.4215393066406,23.2187824249267,NW
Babyak,Belitsa,Blagoevgrad,2784,Bulgaria,"ОУ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""-С. БАБЯК",с.БАБЯК,2784,С. БАБЯК,1933,G,B,946,185960,12.76,5472,87390,15.9703,"Образователни (училища, колежи и университети)",6,41.955207824707,23.681526184082,SW
Bulevard Hristo Smirnenski,Gabrovo,Gabrovo,5302,Bulgaria,"ОУ ""ЦАНКО ДЮСТАБАНОВ""",гр.ГАБРОВО,5300,УЛ. ХР. СМИРНЕНСКИ-27,1999,E,B,5488,421778,106.61,36550,491546,13.4485,"Образователни (училища, колежи и университети)",6,42.8877182006835,25.320457458496,NC
Ulitsa Lyulyakova gradina 9,Sofia,Sofia-City,1113,Bulgaria,"МНОГОФАМИЛНА ЖИЛ. СГРАДА, СОФИЯ",гр.СОФИЯ,1000,"УЛ. ЛЮЛЯКОВА ГРАДИНА № 9, вх .А и Б""",1965,E,C,1795,132608,33.99,13792,91059,6.6023,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.6718521118164,23.3579025268554,SW
Ulitsa Haydut Sider 12,Sofia,Sofia-City,1309,Bulgaria,"ПГ ПО ХРАН.-ВКУСОВИ ТЕХНОЛОГИИ ""Г.ПАВЛОВ"" - СГР.2, СОФИЯ",гр.СОФИЯ,1000,УЛ. ХАЙДУТ СИДЕР 10,1930,E,B,945.52,93804,31.27,17030,144330,8.475,"Образователни (училища, колежи и университети)",6,42.7097969055175,23.2880249023437,SW
Bulevard Krastyu Pastuhov 18,Sofia,Sofia-City,1592,Bulgaria,ЦДГ №2 - ЛЯВА СГРАДА,гр.СОФИЯ,1000,Р-Н ИСКЪР,1975,C,B,460,21339,7.96,5720,62689,10.9596,Детско заведение (градини и ясли),2,42.6664237976074,23.4004898071289,SW
904 & Ulitsa Dodelen,Dolni Chiflik,Varna,9100,Bulgaria,"ОУ ""ПАЙСИЙ ХИЛЕНДАРСКИ"" -с. ГОРЕН ЧИФЛИК",с.ГОРЕН ЧИФЛИК,9100,с. ГОРЕН ЧИФЛИК,1837,F,B,1810,344425.17,12.41,35756.1,245414.6,6.8635,"Образователни (училища, колежи и университети)",6,43.013816833496,27.6304683685302,NE
House Number and Street Not Found,Sofia,Sofia-City,1729,Bulgaria,"СОУ №29 ""КУЗМАН ШАПКАРЕВ""",гр.СОФИЯ,1000,УЛ. РАКОВСКИ-20,1960,E,B,6198,418795,122.249,34050,484973,14.2429,"Образователни (училища, колежи и университети)",6,42.649185180664,23.3796882629394,SW
House Number and Street Not Found,Sofia,Sofia-City,1582,Bulgaria,"ОДЗ №77 ""ХАНС КРИСТИАН АНДЕРСЕН""",гр.СОФИЯ,1000,ДРУЖБА 2,1987,E,B,3657,175887,51.88,21376,196402.8,9.188,Детско заведение (градини и ясли),2,42.6483154296875,23.4014663696289,SW
Ulitsa Ilyo voyvoda 2,Veliko Tarnovo,Veliko Tarnovo,5002,Bulgaria,МЖС,гр.ВЕЛИКО ТЪРНОВО,5000,Ж,1978,E,C,3354.2,349968,111.92,13665.87,251427,18.3981,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.0756721496582,25.6171512603759,NC
House Number and Street Not Found,Pazardzhik,Pazardzhik,4400,Bulgaria,МБАЛ- ПАЗАРДЖИК ОСНОВЕН БОЛНИЧЕН КОРПУС,гр.ПАЗАРДЖИК,4400,"УЛ. ""БОЛНИЧНА"" №15",1969,D,C,15606,352436,87.1,30602,1300,0.0424,"Здравеопазване (болници, поликлиники и др.)",7,42.1832160949707,24.3414325714111,SC
Ulitsa Elin Pelin 9,Samokov,Sofia,2000,Bulgaria,МЖС САМОКОВ НИКОЛОВИ,гр.САМОКОВ,2000,ул. ЕЛИН ПЕЛИН № 9,1955,G,C,506,134907,15.59,18131,83802.89,4.622,Еднофамилни къщи,5,42.3249626159667,23.563247680664,SW
Ulitsa Tsarevets 15,Sofia,Sofia-City,1220,Bulgaria,"СОУ №101 ""БАЧО КИРО""-МАЛКА СГРАДА",гр.СОФИЯ,1000,"УЛ. ""ИЛИНДЕНСКО ШОСЕ"" №36",1959,D,B,3024,175580,53.86,20950,171201.2,8.1718,"Образователни (училища, колежи и университети)",6,42.7276229858398,23.2943649291992,SW
Ulitsa Uchilishtna 20,Polski Trambesh,Veliko Tarnovo,5180,Bulgaria,"СОУ №125 ""ПРОФ. БОЯН ПЕНЕВ""",гр.СОФИЯ,1000,"Ж.К. ""МЛАДОСТ-1""",1972,D,B,7355,329988,83.29,30140,78150,2.5928,"Образователни (училища, колежи и университети)",6,43.3742218017578,25.6308708190917,NC
8223,Ihtiman,Sofia,2065,Bulgaria,"ОУ ""ПАНАЙОТ ВОЛОВ""",с.ЖИВКОВО,9794,ЖИВКОВО,1962,G,C,1949,305797,72.59,65952,319667,4.8469,"Образователни (училища, колежи и университети)",6,42.44775390625,23.7541828155517,SW
